,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
42,55,21,99,63,42,45,88,14,88,12,28,73,30,66,61,72,90,15,19,18,8,78,22,19,57,51,25,77,41,60,37,15,13,53,55,56,69,4,20,40,45,85,75,51,25,52,4,72,98,57,0,3,58,87,74,71,41,13,40,99,27,44,40,7,99,9,5,7,58,89,67,29,44,96,93,71,64,4,71,56,54,55,6,2,94,43,80,7,11,78,37,89,18,91,42,58,90,59,56,30,82,57,60,69,68,57,94,19,34,23,3,67,99,1,39,43,57,17,10,47,69,99,85,95,21,60,34,37,32,50,40,91,64,31,11,89,65,41,62,89,98,61,82,44,35,52,77,13,80,95,84,23,61,38,83,40,68,0,74,58,17,85,51,8,87,24,70,37,26,1,25,17,5,78,39,18,20,88,53,91,67,80,17,28,64,11,57,74,47,47,44,66,2,73,84,42,84,60,32,34,19,71,15,23,13,40,25,36,40,11,52,45,33,80,92,15,95,91,88,33,99,72,83,79,76,52,95,3,39,46,54,32,10,17,0,22,16,76,30,27,77,28,19,71,32,16,55,58,91,58,51,88,73,85,66,68,39,71,93,0,19,16,54,43,87,96,13,1,32,2,60,1,47,96,44,56,73,58,77,41,91,91,95,33,32,3,61,25,97,98,92,37,8,56,76,59,50,82,14,25,72,97,48,37,21,30,29,73,39,26,13,75,73,93,8,47,67,90,82,64,18,10,75,37,70,83,69,90,83,38,3,27,68,14,79,75,59,33,67,15,50,91,76,69,31,14,7,23,96,73,24,68,60,92,69,95,37,68,46,81,91,32,39,60,37,2,41,42,68,85,0,13,44,35,50,2,74,12,40,43,89,59,67,61,53,18,47,87,56,48,63,5,88,1,21,90,86,69,48,87
43,72,35,17,0,74,67,87,20,0,62,70,22,85,6,56,28,25,77,10,20,95,29,96,35,6,54,64,96,28,73,36,35,59,60,26,63,17,7,96,82,14,34,9,46,51,41,93,53,39,44,4,45,62,99,75,77,24,85,62,28,10,75,39,10,1,63,45,41,88,2,42,1,82,18,90,31,6,79,83,14,33,87,82,46,28,40,52,36,56,11,94,52,37,10,75,45,68,65,87,89,78,76,85,90,82,79,32,2,65,1,40,19,76,98,98,99,40,48,27,53,80,33,5,15,52,67,76,54,75,89,4,91,88,80,3,53,66,7,53,65,98,46,66,89,25,97,50,91,81,70,91,46,48,1,91,1,70,7,63,88,32,6,36,68,3,24,45,42,64,90,30,69,82,43,43,25,80,50,97,47,49,25,76,45,71,56,85,31,68,81,42,95,68,76,82,17,89,81,97,38,34,74,93,12,66,31,67,84,11,29,21,87,24,74,10,46,61,50,47,4,97,79,68,40,10,98,73,69,76,0,81,55,42,61,92,34,13,26,91,82,13,10,20,78,79,92,84,26,43,88,1,22,14,34,75,93,14,7,44,93,47,83,37,33,41,48,33,91,60,78,43,93,29,32,11,77,74,85,49,7,60,13,46,41,82,16,78,99,33,59,61,80,21,3,34,55,68,88,95,55,69,89,14,94,85,4,94,0,3,11,40,60,38,90,89,54,49,20,79,49,13,25,83,14,89,20,18,83,1,5,21,82,92,24,0,17,80,81,0,55,47,24,79,60,66,57,29,58,96,66,81,19,33,57,88,66,55,8,93,82,51,29,48,96,52,6,26,81,49,10,19,50,15,67,2,99,35,11,86,12,68,68,41,53,94,75,77,5,98,47,41,35,51,82,49,47,8,73,81,4
44,14,96,43,24,6,97,52,37,37,9,35,61,25,68,87,12,0,12,57,74,98,73,52,57,86,14,6,8,25,41,95,46,35,59,44,8,6,53,11,55,77,88,68,97,25,20,36,41,24,49,97,6,35,90,6,20,92,89,95,11,62,33,91,77,11,7,33,67,7,58,95,43,49,7,63,25,74,38,83,85,53,38,65,3,90,14,84,26,87,31,99,54,19,59,84,55,32,64,98,46,36,42,26,64,94,91,89,19,59,39,11,51,57,83,47,79,55,76,72,56,55,46,39,67,18,36,18,16,94,69,87,67,38,19,4,88,48,5,94,89,16,48,19,86,89,57,59,12,89,72,15,32,48,3,24,86,14,68,59,24,9,84,43,68,11,72,25,73,14,98,86,26,25,19,13,23,12,81,37,13,1,85,62,8,81,42,96,37,18,21,94,23,68,48,90,19,1,84,26,10,17,92,91,90,60,42,22,29,12,59,48,55,83,65,32,50,80,80,73,73,44,92,33,18,97,19,89,20,26,37,34,88,25,67,96,79,24,77,46,23,11,65,80,64,21,34,18,37,23,88,11,39,28,94,76,25,7,85,76,72,0,43,14,55,69,88,62,60,32,14,28,19,36,37,57,38,54,52,97,6,54,93,55,75,19,16,49,48,56,78,43,12,94,7,43,6,8,84,29,20,8,65,84,86,96,91,14,79,26,49,55,76,31,84,73,39,53,4,45,69,29,59,19,62,94,69,17,85,86,73,49,75,72,52,65,31,52,44,83,12,15,21,38,27,80,7,64,60,49,29,42,54,64,94,45,24,99,31,96,81,7,43,30,21,10,44,84,83,7,40,81,99,91,35,13,86,9,64,67,76,51,28,1,94,46,1,38,86,17,81,84,94,2,21,40,74,8,13,19,82
45,5,10,46,62,19,74,75,43,72,69,9,80,15,24,31,64,84,9,55,21,55,27,92,86,14,67,47,34,6,60,71,99,26,14,61,18,92,75,49,44,58,8,10,96,5,27,86,4,21,55,12,72,43,58,34,17,22,71,88,39,11,32,82,54,15,42,8,86,63,21,78,47,83,5,39,62,89,89,32,76,27,33,74,63,71,68,32,22,93,63,61,65,42,78,96,3,54,21,23,29,83,25,37,8,90,41,44,18,81,77,38,43,21,60,42,15,25,77,21,30,81,64,42,9,19,86,88,2,93,98,0,38,3,53,4,27,14,30,29,57,37,67,58,5,32,82,48,73,82,89,58,37,52,39,96,76,2,15,76,66,39,66,27,19,16,20,39,86,32,62,48,46,1,71,71,55,19,18,89,33,15,67,24,73,65,60,70,50,51,12,15,58,6,52,44,24,0,6,77,64,78,30,99,53,8,70,62,12,25,29,97,73,81,74,53,71,11,3,9,91,57,89,58,6,28,85,29,64,96,22,15,14,78,59,82,0,69,51,73,71,4,30,55,1,49,58,27,1,44,3,44,58,86,21,2,70,57,1,42,16,42,48,46,49,23,44,83,48,43,90,72,46,57,68,16,12,96,20,71,90,72,35,41,40,29,40,8,79,95,6,3,31,25,40,19,45,56,75,76,97,83,71,46,28,0,6,34,83,0,67,75,62,82,66,75,46,68,64,4,72,10,94,0,87,28,82,62,0,56,44,16,18,30,22,36,3,78,0,9,14,95,41,80,97,70,99,80,49,80,13,97,62,4,66,30,95,19,16,39,0,43,83,80,21,32,83,51,91,25,82,84,39,39,79,18,62,0,80,15,33,3,91,15,98,58,22,55,73,5,0,36,88,44,21,48,70,80,14,27,86
46,77,81,79,50,41,64,25,41,46,52,16,77,83,32,17,80,57,36,11,6,36,85,84,34,4,73,91,88,27,45,27,46,58,60,48,45,16,12,68,15,65,0,60,25,10,82,84,57,2,7,39,24,25,89,69,67,83,91,99,45,44,66,99,65,98,41,62,43,30,19,73,47,82,60,38,42,84,5,31,30,38,51,25,92,29,89,28,30,58,0,54,16,50,87,77,78,28,63,50,16,84,80,14,46,18,31,70,44,94,95,48,91,21,9,48,82,97,47,47,37,28,37,48,7,31,72,0,4,6,94,11,4,62,85,35,56,4,82,53,32,78,22,31,53,92,68,10,23,95,71,33,60,27,5,54,99,9,32,62,49,97,91,86,97,88,18,88,73,49,95,21,48,37,29,49,30,20,71,20,52,75,43,67,8,97,71,42,21,37,0,52,35,15,18,16,75,31,35,41,70,37,76,43,92,78,90,90,71,72,11,80,98,80,72,54,56,87,68,19,7,55,27,24,75,91,85,90,55,84,1,5,42,87,76,89,97,24,85,37,50,27,48,65,89,8,44,98,23,83,68,24,95,54,28,21,78,14,18,47,17,65,59,45,43,36,42,45,93,78,59,62,90,60,46,90,79,97,28,38,13,53,24,67,43,72,55,35,68,97,26,9,65,76,23,3,35,63,32,75,26,94,86,72,96,41,84,53,51,25,65,33,72,77,26,88,98,65,34,9,69,78,28,35,77,49,34,80,92,26,32,64,39,22,84,51,45,73,75,92,41,13,39,34,13,76,93,77,55,71,16,20,48,49,62,94,17,4,20,69,20,33,23,66,22,12,39,99,49,73,61,84,70,10,6,9,96,10,14,55,16,0,17,46,2,18,6,32,81,64,13,70,96,99,53,7,97,72,67,55,34
47,64,15,96,89,68,63,75,38,12,11,96,31,11,84,72,41,19,0,62,71,76,65,37,87,86,77,39,30,15,40,91,27,66,69,56,6,84,82,18,56,96,65,69,83,59,81,35,83,54,82,63,4,11,61,35,4,8,87,46,98,28,41,75,33,10,34,69,42,84,14,39,43,95,84,66,25,51,36,2,72,19,46,70,33,38,58,88,88,37,30,93,44,7,53,11,20,85,6,1,92,33,33,84,23,99,33,39,73,22,11,44,73,64,18,13,65,29,52,51,67,6,10,98,91,15,98,78,18,35,26,88,62,50,37,99,88,83,58,98,97,40,95,95,33,87,63,25,8,56,96,50,11,11,71,19,36,83,94,58,87,64,55,25,15,32,19,69,3,69,81,36,96,24,52,88,35,48,98,50,17,10,73,72,46,96,72,10,0,61,5,72,23,93,82,51,50,72,44,72,77,46,19,88,35,43,98,35,22,77,37,64,34,54,62,60,9,96,97,54,3,62,58,69,8,57,7,66,66,48,0,96,77,42,47,10,62,8,33,29,85,28,56,33,57,15,19,32,46,68,3,56,55,63,32,16,79,51,97,76,15,42,82,12,88,57,50,44,46,10,82,98,71,62,50,81,98,32,36,27,2,78,92,15,65,31,98,0,6,40,70,82,70,5,12,29,70,16,93,26,29,52,67,49,19,88,72,96,72,61,67,20,16,41,96,77,42,14,23,85,95,60,60,28,44,36,5,0,17,95,4,82,7,94,68,42,99,66,50,96,6,45,75,17,37,84,40,85,21,57,73,15,93,73,98,90,59,33,40,12,63,51,36,18,54,10,32,80,33,96,13,43,5,22,64,65,92,14,25,43,85,9,75,68,87,62,94,9,61,84,93,1,13,20,94,51,85,89,12,21,74
48,7,53,89,69,9,31,21,7,36,79,46,64,71,99,5,15,19,94,1,66,48,58,41,83,58,48,54,90,48,46,59,52,6,8,64,70,75,88,97,80,2,20,72,92,7,25,40,56,53,13,53,23,80,79,9,32,88,83,55,1,98,12,59,94,38,60,93,89,54,55,96,15,43,22,16,98,60,99,1,32,37,74,14,33,6,31,96,8,31,58,68,45,19,25,98,18,0,56,40,47,85,81,86,34,72,3,29,67,84,97,96,84,53,33,16,79,99,76,82,12,76,55,30,55,98,99,0,97,53,52,70,29,87,58,41,63,22,3,39,42,49,71,12,40,35,75,56,41,1,70,83,12,18,95,54,44,10,80,8,39,28,91,17,66,42,19,37,14,70,77,72,35,7,16,83,56,50,39,10,37,50,61,4,69,59,32,96,20,5,74,70,69,66,2,5,12,40,7,47,86,93,67,67,30,18,80,7,16,78,8,7,56,20,23,92,55,27,90,83,49,77,83,37,48,18,93,42,78,8,90,61,47,62,9,53,55,13,26,21,76,88,96,7,53,84,15,99,80,31,18,64,78,55,68,46,58,39,10,64,36,28,64,37,37,1,22,40,25,43,38,37,15,34,28,97,71,62,35,30,96,43,47,79,58,17,49,68,90,64,76,62,79,96,61,44,15,89,13,28,28,42,91,43,22,75,48,4,90,25,85,93,57,51,91,8,57,28,70,59,33,45,64,74,31,90,58,46,40,95,31,5,95,48,0,52,95,67,19,71,22,17,19,23,99,62,57,47,39,35,50,55,64,96,58,63,91,93,45,36,80,71,63,12,96,47,8,26,92,8,98,95,70,62,10,99,90,14,9,0,23,12,23,70,58,31,89,72,14,91,91,28,30,86,85,61,58,86,77,54,8
49,37,87,86,7,35,34,48,38,56,68,84,69,11,92,60,48,62,81,72,33,46,3,20,27,63,53,92,6,60,22,72,7,32,17,48,9,89,59,6,29,61,13,1,40,26,97,68,78,61,19,49,27,40,9,70,8,32,75,8,58,57,38,39,9,24,24,88,52,99,24,45,34,30,55,38,93,69,5,40,14,16,66,90,87,46,31,32,41,34,24,26,58,30,92,1,64,72,25,21,32,87,78,8,24,62,87,16,52,48,79,54,10,17,21,32,89,43,55,24,28,70,67,83,57,68,2,13,69,36,10,68,86,65,98,51,59,79,77,47,29,84,79,67,12,27,57,91,16,32,95,69,70,31,42,89,37,25,61,21,42,67,77,30,40,84,24,96,32,80,99,76,60,51,62,75,98,24,68,89,93,10,80,35,16,3,19,47,47,91,98,64,46,90,18,95,19,64,49,2,87,19,64,59,90,59,89,83,32,40,49,73,55,88,51,39,40,98,2,1,65,34,86,34,20,10,21,56,36,61,77,62,97,16,69,38,31,28,96,67,61,22,25,86,42,82,56,19,94,16,88,82,84,63,88,68,30,46,66,23,96,83,76,13,31,77,11,72,1,20,28,37,31,10,90,95,32,33,52,66,52,62,2,39,98,54,27,91,3,59,79,1,19,21,42,24,31,2,70,91,97,14,84,8,12,22,14,66,78,99,92,8,75,36,36,30,42,99,9,62,99,66,96,37,30,42,79,71,27,12,99,21,54,47,70,64,44,34,37,57,75,45,61,59,22,15,47,87,52,78,51,2,70,3,9,13,64,68,43,48,80,48,73,7,25,87,97,52,83,34,13,50,93,55,62,37,59,86,99,50,52,11,46,75,44,21,71,66,24,69,32,86,29,9,99,35,31,60,87,76,41
50,42,10,82,79,31,2,64,95,38,36,72,28,1,17,46,52,46,64,10,75,50,94,73,21,90,12,4,50,78,58,57,7,36,85,4,65,96,8,28,52,79,53,22,78,58,60,11,1,54,19,14,67,62,55,31,81,56,93,91,94,88,88,69,38,30,29,42,87,9,7,19,90,87,87,63,35,59,92,23,30,13,37,97,72,88,86,12,93,93,55,89,71,90,0,32,90,5,49,32,70,39,92,86,88,3,16,73,85,28,78,71,8,46,13,80,85,81,75,40,54,14,91,21,89,71,30,84,99,57,47,42,61,9,15,29,40,98,31,19,31,90,57,61,80,96,35,28,71,48,85,36,39,98,34,97,24,88,70,79,54,33,63,47,68,83,54,49,21,29,22,59,8,24,68,18,79,92,5,35,98,37,25,60,14,75,13,9,45,34,96,16,1,75,75,54,48,54,29,19,35,87,66,41,18,47,85,36,79,90,58,5,31,93,18,70,61,61,81,35,63,63,26,23,14,14,65,76,2,58,43,66,71,62,25,82,32,88,85,97,14,73,47,51,30,44,87,53,28,96,18,30,6,69,19,36,72,27,59,85,63,34,19,13,99,81,37,62,55,10,42,38,10,14,0,7,4,86,61,1,66,37,94,34,70,31,10,8,44,99,62,70,65,36,34,58,7,96,89,35,72,75,99,9,37,50,81,64,46,85,16,43,93,93,68,3,73,39,50,51,54,42,13,78,81,64,88,54,24,92,4,90,8,48,29,92,2,17,88,3,61,70,38,80,44,33,54,56,73,54,21,45,79,85,1,93,37,28,58,5,86,86,35,42,98,33,2,98,7,14,0,60,43,32,32,49,45,82,72,87,8,70,12,76,22,38,29,28,85,41,56,78,37,91,26,74,8,13,45,10,65
51,99,54,1,89,59,66,18,57,32,13,94,61,90,89,61,62,21,7,87,7,83,19,1,57,17,61,50,33,18,56,86,48,65,10,65,64,79,34,85,78,6,65,0,45,33,41,42,62,41,19,62,35,98,43,57,91,55,20,5,10,14,27,8,80,52,16,63,82,58,10,27,20,95,21,36,50,27,36,2,30,53,73,22,7,46,57,62,89,38,40,11,38,27,75,29,84,94,33,36,34,71,86,15,69,40,96,82,61,89,38,27,0,41,49,62,51,64,21,5,41,37,55,31,38,89,87,65,50,27,76,78,59,67,24,63,82,89,40,42,95,12,77,53,97,47,36,9,21,56,38,26,12,71,73,66,8,8,20,27,50,3,25,33,20,85,22,90,22,70,64,4,25,71,21,78,89,51,71,96,51,55,37,98,95,95,95,65,94,8,28,42,79,65,27,28,29,2,42,87,78,15,56,39,3,28,21,57,5,93,99,31,89,63,56,76,63,57,36,9,16,45,57,50,30,64,55,25,80,68,18,59,55,6,84,98,63,16,47,60,88,17,59,8,79,32,19,66,3,8,79,35,22,2,71,7,91,68,44,60,37,2,92,60,36,99,12,35,32,97,19,18,20,9,48,50,61,96,31,79,66,56,32,61,21,20,43,54,4,88,30,25,2,29,2,33,0,25,18,46,56,50,21,82,32,60,14,88,90,95,13,67,69,57,5,77,84,99,8,27,40,22,64,33,54,88,40,74,30,96,73,76,54,55,26,48,65,77,27,47,10,84,89,95,46,73,92,39,43,54,34,93,68,71,47,64,32,80,28,31,87,6,65,3,1,70,8,44,47,20,9,16,18,83,20,27,84,49,94,27,8,80,45,36,95,32,0,96,91,69,83,70,78,33,6,94,52,78,77,82,54
52,18,55,85,20,87,24,48,83,94,96,30,52,66,68,86,24,66,77,14,57,7,38,53,48,4,81,42,54,53,41,17,75,29,9,4,76,85,58,69,26,64,77,82,45,0,81,65,41,25,57,96,89,37,81,31,49,92,93,95,92,81,34,68,35,51,39,39,74,40,56,46,21,39,11,95,46,37,56,58,66,56,1,84,86,8,10,10,56,96,76,56,75,50,39,56,32,80,21,84,4,64,42,93,12,84,29,26,27,10,30,70,3,24,5,30,3,35,73,57,70,80,49,67,39,30,31,29,84,6,85,11,42,57,47,9,41,92,70,2,86,15,30,54,30,34,59,88,78,68,10,67,68,49,1,94,94,65,6,48,12,17,41,45,88,58,4,91,29,16,2,52,39,81,44,57,9,48,81,30,70,60,68,8,88,78,14,61,10,6,16,25,75,29,77,79,70,36,28,26,42,69,52,42,65,37,79,41,14,93,64,91,76,82,82,84,72,29,1,53,13,46,69,10,55,57,94,7,77,53,78,78,13,20,28,38,32,52,54,33,55,23,72,79,39,24,40,82,34,72,4,69,29,19,98,61,50,96,97,76,26,62,35,9,69,75,6,78,71,23,63,25,54,16,17,80,63,73,79,0,43,80,2,25,87,61,26,58,88,52,99,20,67,7,37,98,75,17,98,66,87,20,51,54,53,43,52,68,33,31,10,78,15,94,96,66,98,35,41,81,16,78,22,82,21,82,74,34,89,74,71,16,71,68,81,57,86,19,58,1,92,44,73,59,11,76,89,40,41,97,76,45,29,52,25,24,73,85,36,53,77,27,44,74,10,6,62,55,28,38,22,93,88,49,63,64,85,90,92,86,47,1,7,9,17,1,59,41,97,83,79,63,38,77,76,29,59,31,55,47,51
53,17,56,69,50,20,65,99,97,55,88,11,79,54,25,31,69,1,90,66,61,27,52,55,90,80,61,12,51,35,9,62,47,49,42,58,1,20,38,92,54,11,74,13,67,77,54,72,27,0,81,6,92,29,31,8,41,60,40,88,85,42,50,37,19,56,49,9,14,36,17,13,87,71,43,75,56,37,20,39,51,34,91,23,16,46,28,27,21,96,21,7,14,97,35,25,66,69,19,56,56,58,57,27,31,73,22,57,9,58,9,29,35,47,61,86,3,79,86,38,31,88,97,89,83,66,23,19,60,99,19,80,21,70,60,27,95,39,60,31,32,82,9,69,92,74,89,86,50,50,91,43,16,91,11,9,72,14,7,9,33,8,2,12,16,65,49,96,83,2,1,96,16,1,33,45,44,69,95,65,21,75,41,82,23,70,86,41,99,10,40,27,56,24,36,87,89,87,40,41,19,91,68,57,76,69,70,24,32,84,99,67,64,54,95,99,31,63,18,80,31,63,12,7,83,45,76,7,7,40,89,46,88,66,61,97,70,30,1,73,7,41,10,92,68,91,80,78,84,26,99,39,64,21,52,55,21,76,98,1,21,81,96,14,83,96,85,62,71,51,98,79,63,13,40,49,15,3,74,99,63,69,70,55,70,35,87,95,12,17,89,44,29,15,21,98,73,48,74,4,39,37,68,1,95,39,35,13,15,53,18,67,4,30,66,94,42,81,35,94,84,58,47,1,77,53,45,0,19,65,15,76,41,2,95,62,10,9,8,40,10,6,84,41,75,99,85,81,8,23,66,61,80,80,61,87,68,99,87,70,85,71,92,0,45,33,58,66,46,14,87,96,13,7,49,65,59,93,37,13,84,94,88,37,41,98,63,94,47,60,94,14,52,98,62,41,3,61,63,83,1
54,32,71,21,65,56,3,85,41,8,26,17,37,25,86,12,91,43,50,97,65,19,12,99,81,86,15,28,94,10,94,45,60,7,66,7,17,99,63,94,96,47,6,78,94,69,57,67,9,89,90,56,97,2,43,32,82,25,82,3,44,81,44,82,90,8,13,25,84,84,3,77,99,72,22,74,41,21,0,65,47,58,28,66,80,49,26,45,45,28,95,75,87,0,42,4,81,30,70,95,49,15,20,67,81,40,1,75,9,72,44,73,82,31,37,90,7,29,34,3,93,56,57,7,59,3,99,95,57,88,27,88,59,94,90,32,51,98,27,18,7,51,34,32,23,54,5,51,27,35,6,62,72,44,60,27,93,34,22,21,71,56,88,93,11,37,9,70,60,68,65,57,92,25,73,72,76,31,46,66,83,40,44,91,72,67,84,75,23,21,34,1,0,4,11,18,83,34,64,74,71,76,1,96,44,89,97,69,16,1,77,81,18,61,99,13,94,81,72,45,81,17,31,6,16,60,98,97,80,16,60,78,78,36,6,44,3,3,77,1,22,97,64,78,66,39,18,70,29,73,27,33,17,69,16,77,99,69,29,69,1,82,98,8,89,26,32,22,84,18,97,47,24,84,55,70,63,56,92,34,90,64,13,87,43,78,30,61,85,1,88,64,23,79,62,80,50,47,81,56,9,51,5,75,92,63,8,40,42,95,71,68,75,55,33,96,56,54,87,46,17,11,48,86,51,11,17,81,45,98,3,83,73,72,53,39,95,35,41,86,53,55,46,36,41,4,10,63,34,86,85,9,37,10,79,20,47,22,54,56,40,2,57,34,48,13,45,54,82,73,62,0,50,14,34,3,25,1,87,52,58,81,33,5,89,74,76,38,80,49,5,12,60,13,61,15,99,85,65,14,82
55,22,2,3,28,44,5,1,15,4,70,54,16,29,16,45,23,37,6,42,77,61,97,57,53,84,64,58,65,90,67,15,6,61,55,71,68,78,89,95,42,95,10,24,12,65,2,76,99,11,5,60,34,83,62,45,34,5,12,44,41,94,95,98,97,97,20,56,24,39,51,62,0,52,40,50,15,59,91,18,60,62,11,88,95,47,1,46,99,24,76,25,44,5,47,86,35,35,53,43,45,53,31,6,92,95,92,20,41,7,10,46,48,46,47,42,94,29,59,97,88,78,55,16,86,63,44,10,44,54,82,15,69,3,0,37,29,40,12,66,23,33,5,31,87,71,55,17,87,21,57,94,37,65,34,29,50,1,40,8,96,6,13,53,97,19,76,16,60,9,78,43,33,24,4,7,86,16,11,74,73,62,47,98,22,23,10,4,38,78,28,50,93,58,95,81,25,66,33,62,53,35,30,90,18,2,98,14,51,57,1,26,9,31,4,75,39,33,22,91,80,81,52,66,39,82,22,57,66,84,86,15,74,23,31,83,26,86,23,78,75,19,20,8,40,85,65,25,27,51,91,30,97,23,96,74,54,1,6,17,40,58,80,18,66,59,49,73,35,24,87,45,74,48,84,3,83,36,73,23,46,96,24,47,44,37,40,25,45,15,38,48,46,11,4,18,91,4,21,36,5,50,85,17,4,38,88,78,36,48,80,2,42,2,54,90,70,41,61,71,72,31,48,9,59,92,31,36,83,0,1,96,10,43,44,18,57,29,17,11,61,21,91,63,9,8,82,10,62,35,48,0,95,2,31,92,99,62,88,2,22,22,72,51,23,26,20,7,16,84,68,24,3,49,4,92,0,14,10,89,70,64,31,77,5,36,77,36,70,75,64,65,26,65,96,51,70,97,82,18,0
56,78,47,1,87,93,44,81,32,84,60,76,24,67,45,8,86,43,91,96,95,78,1,93,15,96,77,79,51,94,59,77,74,52,6,68,22,83,9,63,17,12,4,39,6,97,70,41,30,76,9,24,98,30,34,34,61,46,70,73,68,89,85,25,35,21,63,97,32,28,5,64,40,68,3,51,86,57,7,48,23,44,77,6,56,36,97,85,7,16,10,86,62,49,72,56,86,9,84,43,1,72,98,86,10,33,1,36,87,5,98,50,6,32,44,90,77,47,25,10,1,56,48,80,64,86,62,88,24,17,20,48,74,67,12,66,49,93,46,75,90,44,99,82,96,58,18,16,79,22,80,88,76,22,35,67,75,9,71,5,22,17,98,68,40,40,82,84,89,97,12,81,76,49,72,82,87,63,72,52,94,77,54,33,18,62,39,5,10,37,92,87,85,69,36,30,75,20,80,93,46,65,65,20,32,59,21,48,6,5,98,82,58,86,22,26,32,91,49,29,89,79,69,72,11,89,67,90,91,84,60,27,21,13,86,86,9,68,13,16,75,3,22,95,69,27,86,99,90,26,19,29,95,59,31,10,7,95,83,40,42,28,21,90,19,2,74,89,12,28,0,64,53,9,9,59,18,0,46,61,9,24,42,65,11,84,99,42,48,76,27,69,42,36,13,45,65,34,72,21,15,97,2,98,71,8,95,3,83,23,85,8,5,61,76,93,20,54,46,49,70,92,92,14,86,95,24,29,24,33,56,9,17,8,50,67,7,69,22,65,2,9,15,50,60,57,77,12,60,2,61,54,73,59,4,76,86,47,62,58,40,74,37,24,38,10,87,10,3,10,3,42,61,90,82,2,8,56,86,35,78,61,91,90,88,96,23,15,82,56,65,90,9,98,48,40,37,64,43,61,28
57,74,86,60,82,26,41,37,75,55,93,80,85,57,78,65,83,43,79,33,95,30,61,41,71,40,98,12,75,85,80,67,19,61,89,33,33,72,70,57,86,26,86,75,29,43,49,79,12,65,42,79,54,27,9,23,90,41,45,25,19,35,61,22,5,59,36,31,82,30,90,5,52,36,62,23,95,3,3,65,34,52,6,42,31,22,89,9,49,20,31,37,96,69,58,10,32,19,88,34,38,21,64,68,24,85,33,34,74,5,32,86,23,52,91,2,82,95,6,89,61,36,13,21,41,78,26,0,59,1,41,26,47,51,52,2,10,88,26,47,85,27,97,80,50,73,8,13,60,30,82,79,52,97,91,31,52,18,34,32,85,28,1,61,68,66,76,49,38,74,60,2,50,34,51,12,18,69,36,84,67,99,42,16,70,95,73,96,69,0,5,55,45,44,42,76,20,37,68,26,76,70,82,36,41,20,50,55,66,10,26,37,3,37,89,58,42,94,44,10,75,54,7,13,90,3,30,27,18,40,2,65,44,52,96,47,83,46,12,83,28,72,39,77,52,26,20,48,32,24,77,64,63,85,34,95,91,3,82,27,29,20,48,80,79,60,55,93,90,56,4,82,16,28,81,61,59,67,82,13,32,85,29,10,72,23,97,2,43,74,49,45,41,9,31,22,17,15,24,29,57,83,1,3,23,27,59,44,62,51,3,49,17,9,93,42,76,22,15,51,10,81,6,16,81,20,60,88,83,46,32,28,18,34,27,46,17,86,75,46,12,14,60,12,41,74,0,71,24,74,0,35,77,48,71,93,60,52,17,11,66,24,96,45,51,40,16,74,72,12,52,98,15,43,35,20,25,35,41,34,51,39,49,56,72,59,21,46,75,11,87,14,59,17,16,7,79,44,84,18,54
